name,position,era,speed,dribbling,shooting,defense,physical,iq,team
N'Golo Kanté,LW,2018,85,75,96,43,84,95,Barcelona
Gianluigi Donnarumma,CM,2022,87,85,79,77,97,98,Juventus
Fernando Torres,LB,2018,79,67,65,86,93,79,Paris SG
Ferenc Puskás,LB,2006,81,76,46,97,77,93,AC Milan
Lorenzo Pellegrini,LW,2004,86,95,93,44,91,88,Liverpool
Sergio Livingstone,CB,2022,78,62,57,97,80,91,Juventus
Nicolás Otamendi,CM,2006,86,89,70,75,92,86,Chelsea
Enner Valencia,LB,2022,84,75,67,93,95,84,Manchester United
Bruno Guimarães,CAM,2004,94,90,86,71,82,79,Arsenal
Seydou Keïta,CM,2004,87,83,65,84,98,85,Manchester United
William Gallas,LW,2010,90,95,82,48,84,85,Chelsea
Antony,LW,2018,88,75,84,27,83,91,Liverpool
Marquinhos,LW,2022,85,88,87,51,76,98,Paris SG
Ahmed Hassan,RB,2004,79,73,57,99,79,94,AC Milan
Gary Medel,CDM,2006,78,91,84,73,78,80,Juventus
Claudio Marchisio,CAM,2010,85,80,87,80,97,97,Paris SG
Gonzalo Bergessio,CB,2014,75,67,51,94,81,85,Liverpool
Mohamed Aboutrika,ST,2022,89,78,89,35,75,94,Arsenal
Johan Neeskels,CDM,2010,81,90,85,66,79,89,Paris SG
Yacine Brahimi,CM,2010,80,72,77,69,85,98,Bayern Munich
Robert Lewandowski,CB,2004,90,60,70,89,93,87,Juventus
Alessandro Nesta,GK,2014,76,50,32,95,88,87,Chelsea
Héctor Enrique,CAM,2022,80,80,66,79,94,92,Manchester United
Peter Shilton,CDM,2006,92,76,75,81,97,79,Barcelona
Kaka,CAM,2006,80,92,66,76,98,87,Manchester United
Presnel Kimpembe,ST,2010,91,90,94,53,95,89,Paris SG
Sergio Conceição,LW,2014,84,90,84,42,75,80,Arsenal
Victor Valdés,CM,2018,78,78,77,85,96,80,Inter Milan
Gianluigi Buffon,RB,2010,80,60,46,91,97,91,AC Milan
Yaya Touré,ST,2022,96,91,88,40,91,98,Chelsea
Raphael Varane,CAM,2006,87,73,74,75,98,89,Manchester United
Nasri Samir,RB,2004,81,67,66,85,75,92,Bayern Munich
Dirk Kuyt,CAM,2010,91,83,81,77,88,88,Barcelona
George Weah,CAM,2022,91,89,72,72,77,92,Bayern Munich
Aurélien Tchouaméni,ST,2010,93,84,95,35,80,94,Paris SG
Trent Alexander-Arnold,CM,2004,86,72,68,84,81,85,AC Milan
William Carvalho,CDM,2018,87,91,79,71,94,80,Chelsea
Harry Maguire,CAM,2006,92,87,78,80,75,91,Napoli
David Luiz,CDM,2006,94,85,80,63,76,87,Chelsea
Teófilo Cubillas,CM,2010,93,85,78,64,81,91,Bayern Munich
Gonzalo Jara,LW,2014,82,78,83,39,94,86,Juventus
Alphonso Davies,ST,2014,85,87,87,41,86,96,Liverpool
Antoine Griezmann,CB,2018,88,72,47,96,96,78,Paris SG
Cristiano Ronaldo,CDM,2014,92,71,86,84,86,81,Inter Milan
Pizzi,ST,2018,86,80,83,54,89,84,AC Milan
Nigel de Jong,CB,2018,85,73,69,96,79,82,Paris SG
Maarten Stekelenburg,ST,2004,82,90,94,36,84,82,Inter Milan
Casemiro,CAM,2018,81,82,67,77,95,89,Manchester United
Stan Collymore,LW,2018,89,93,91,38,79,83,Real Madrid
Dennis Bergkamp,LW,2022,90,92,91,50,89,92,Real Madrid
Lucio,CB,2004,78,69,62,85,93,97,Real Madrid
Alexis Sánchez,LB,2004,88,76,63,94,80,95,Liverpool
Sadio Mané,CAM,2004,83,80,82,77,87,83,Juventus
Craig Johnston,CM,2004,92,73,85,85,79,80,AC Milan
Wilfried Bony,CM,2004,83,81,86,71,94,81,Barcelona
Ederson,CAM,2010,79,81,80,72,75,83,Napoli
Juan Mata,GK,2014,80,52,38,97,94,92,Real Madrid
Marco Asensio,CM,2014,82,87,70,75,97,96,Barcelona
Oguchi Onyewu,GK,2014,82,46,29,93,79,96,Inter Milan
Jonathan Calleri,LW,2006,87,79,97,59,87,80,AC Milan
Enzo Fernández,CAM,2022,94,89,71,62,88,98,Arsenal
Guido Rodríguez,RB,2006,84,61,48,94,81,91,Inter Milan
Hulk,CDM,2006,83,74,66,81,91,92,AC Milan
Joshua Kimmich,CAM,2006,82,85,76,60,91,90,Liverpool
Mikel John Obi,CAM,2004,89,85,82,67,78,79,AC Milan
Tim Cahill,CDM,2018,94,78,82,79,96,96,Chelsea
Benjamin Pavard,RB,2010,80,66,56,88,77,92,Manchester United
Alberto Gilardino,GK,2022,79,43,21,99,83,93,Chelsea
James Rodríguez,CDM,2010,89,80,72,60,86,78,Barcelona
Marco van Basten,CM,2022,83,72,69,68,82,96,Barcelona
Néstor Clausen,ST,2004,86,77,85,52,75,86,Paris SG
Cesc Fàbregas,CB,2010,82,69,69,93,87,83,Juventus
Gerard Piqué,CM,2010,80,92,70,68,83,90,Real Madrid
Christian Benavente,LW,2006,92,86,84,56,90,98,Real Madrid
Gianluca Zambrotta,ST,2006,84,78,93,35,95,87,Juventus
Moussa Marega,CDM,2004,88,83,88,65,98,95,AC Milan
André Ayew,CDM,2014,88,78,66,83,94,89,Arsenal
Nemanja Matić,CB,2004,90,78,69,93,88,86,Barcelona
Peter Crouch,ST,2010,88,83,95,48,97,86,Arsenal
Anthony Nwakaeme,GK,2018,73,33,39,89,76,86,Arsenal
Antonio Candreva,CB,2010,84,74,52,91,76,86,Juventus
Alisson Becker,LB,2004,83,61,52,96,92,95,Napoli
Jerome Boateng,ST,2010,92,82,98,31,96,92,Real Madrid
Mats Hummels,ST,2006,82,80,85,28,97,88,Manchester United
Sofiane Feghouli,CAM,2010,90,82,77,62,87,92,Arsenal
Ilkay Gündogan,CAM,2014,94,81,70,83,93,86,Chelsea
Ivan Rakitić,ST,2006,87,89,92,51,81,98,Bayern Munich
Leroy Sané,CM,2010,88,74,66,61,95,93,Real Madrid
José Manuel Reina,ST,2010,92,78,88,56,76,84,Paris SG
Gonzalo Montiel,LB,2006,83,79,67,90,82,79,Bayern Munich
Aleksandr Kokorin,LB,2018,77,79,56,98,87,85,Liverpool
Dedryck Boyata,CAM,2004,91,74,78,83,81,79,Bayern Munich
Claude Makélélé,LW,2018,91,77,91,47,82,79,Chelsea
Fred,CDM,2018,83,75,81,82,90,89,Real Madrid
Antonio Rudiger,CDM,2018,78,90,83,68,88,78,Paris SG
Jorge Campos,CDM,2014,87,73,81,85,85,84,Paris SG
Patrick Vieira,CDM,2018,88,70,66,64,88,96,Chelsea
Frank de Boer,GK,2004,74,37,23,97,77,97,AC Milan
Otávio,RB,2004,78,63,53,93,89,84,Chelsea
Sousa João,CDM,2010,91,77,84,60,90,82,Juventus
Frank Lampard,RB,2022,85,61,47,85,87,81,Paris SG
Fredy Guarín,CAM,2022,91,84,82,77,90,92,Barcelona
Carlos Tévez,CM,2018,84,72,72,78,95,88,AC Milan
Kaizer Chiefs,CDM,2014,89,72,73,74,96,90,Liverpool
Mark Fish,RB,2018,81,68,50,97,88,80,Juventus
Sami Khedira,CM,2014,92,91,72,71,80,98,Barcelona
Hugo Lloris,ST,2004,88,94,95,54,76,79,Napoli
Djibril Cissé,RB,2006,86,66,53,94,82,87,AC Milan
Roberto Firmino,CDM,2010,86,88,73,74,76,84,Napoli
Orlando Pirates players,CDM,2022,82,83,68,72,89,93,Bayern Munich
Jay-Jay Okocha,CB,2010,88,64,57,92,83,94,Arsenal
José Luis Chilavert,GK,2006,79,33,32,94,93,97,Manchester United
Aleksandar Kolarov,LW,2006,82,75,95,47,97,93,Real Madrid
Ashley Cole,RB,2018,81,67,62,85,77,86,Juventus
Isco Alarcón,CDM,2010,83,88,74,63,88,78,Manchester United
Gilberto Silva,CM,2014,93,82,69,73,90,79,Arsenal
Ronaldinho,CAM,2014,80,83,88,85,80,87,Liverpool
Diego Milito,CM,2014,83,74,80,62,75,91,Arsenal
Anthony Martial,LW,2018,92,93,98,33,93,87,Chelsea
Amine Chermiti,LW,2018,88,92,82,38,88,94,Chelsea
Mesut Özil,CAM,2014,93,89,72,76,80,83,Real Madrid
Gabriel Jesus,LB,2014,78,71,59,93,85,88,Manchester United
Juan Cuadrado,CAM,2022,87,78,77,66,89,95,Arsenal
El Hadji Diouf,CDM,2006,93,84,65,85,93,83,AC Milan
João Moutinho,CDM,2004,83,70,81,71,96,96,Juventus
Jan Vertonghen,RB,2014,77,73,59,95,78,96,Paris SG
Mario Kempes,CB,2010,86,80,60,96,76,89,AC Milan
Giorgian de Arrascaeta,GK,2006,80,41,23,90,96,83,Manchester United
Bruno Guimaraes,LW,2014,96,83,90,35,85,95,Juventus
Toni Kroos,LB,2022,79,61,51,94,86,98,Paris SG
Claudio Reyna,RB,2014,84,60,46,89,76,92,Arsenal
Kevin De Bruyne,CDM,2022,85,75,87,70,88,93,Manchester United
Philippe Coutinho,RB,2006,76,79,68,97,97,81,Paris SG
Raphaël Varane,LB,2022,81,62,68,85,89,88,Juventus
Eder Militão,CM,2006,93,80,70,61,76,97,Napoli
Frank Leboeuf,RB,2018,88,70,58,87,89,82,Inter Milan
Jaap Stam,CM,2018,90,85,76,82,92,91,Juventus
Taison,CM,2018,88,92,82,81,96,83,Liverpool
Pedro,CB,2014,79,62,63,87,96,89,Real Madrid
Yuri Zhirkov,CM,2018,85,76,67,70,81,80,Chelsea
Bixente Lizarazu,CAM,2022,84,91,84,75,94,84,Chelsea
Joaquín Botero,CM,2004,81,85,85,78,86,92,Barcelona
Philipp Lahm,CM,2004,82,84,78,75,86,84,Chelsea
David Beckham,CM,2018,92,72,68,74,94,85,Arsenal
Landon Donovan,CM,2018,81,73,73,83,96,85,Bayern Munich
Gerd Müller,CAM,2010,80,74,80,77,85,80,Chelsea
Hennes Weisweiler,CB,2010,78,60,47,93,86,79,Barcelona
Fabinho,CM,2010,78,72,77,82,75,96,Napoli
Samuel Eto'o,LW,2010,88,87,98,26,82,82,Juventus
Peter Beardsley,CDM,2018,94,74,86,68,85,89,Chelsea
Carlos Bocanegra,LW,2006,85,83,98,28,94,85,Paris SG
Jamal Musiala,CB,2018,84,73,56,86,88,79,Juventus
Gervinho,CM,2006,91,70,83,63,76,80,Arsenal
Conceição Sérgio,LB,2010,81,69,56,91,85,95,Chelsea
Paul Pogba,CB,2022,77,75,60,94,88,91,Liverpool
Maicon,ST,2004,93,92,83,55,97,96,AC Milan
Mathieu Valbuena,GK,2004,75,54,24,96,77,84,Napoli
Lev Yashin,CM,2014,92,82,77,72,86,96,Liverpool
Olivier Giroud,CDM,2014,83,71,75,64,91,83,Liverpool
Julio Cesar,CDM,2022,84,91,84,84,87,89,Liverpool
Kleberson,ST,2010,88,87,93,26,96,79,Real Madrid
Roy Keane,CDM,2006,89,76,73,77,93,92,Barcelona
Adriano Correia,LB,2014,75,62,57,88,90,90,Chelsea
Valeriy Lobanovskyi,CB,2006,89,69,59,87,79,82,Chelsea
Ronald de Boer,CM,2022,80,90,85,66,82,85,Manchester United
Robert Pires,CDM,2014,87,78,77,70,89,93,Manchester United
Kylian Mbappé,ST,2022,85,82,83,36,91,88,Liverpool
Willy Sagnol,LW,2014,94,78,95,45,94,93,Chelsea
Nicolas De La Cruz,CAM,2014,85,74,75,65,90,81,Manchester United
Youri Djorkaeff,CB,2018,76,69,48,87,95,80,Juventus
Luka Modrić,LW,2006,86,76,83,37,93,88,Paris SG
Mohamed Salah,CDM,2014,89,79,84,70,76,90,Arsenal
Sergio Busquets,ST,2014,82,90,95,31,95,79,Manchester United
Karl-Heinz Förster,CDM,2014,82,81,82,60,76,97,AC Milan
Frédéric Kanouté,LB,2018,88,80,47,89,85,92,Paris SG
Gabriel Magalhães,LW,2022,93,93,92,50,92,80,AC Milan
Mark Hughes,ST,2018,87,88,98,59,83,98,Paris SG
Roberto Carlos,CM,2014,85,92,68,69,79,85,Barcelona
Bobby Moore,CAM,2004,88,81,68,81,81,91,Arsenal
Jorge Valdano,RB,2010,79,67,52,96,77,96,Real Madrid
Ivan Perisic,CAM,2006,80,76,75,78,89,92,Arsenal
Thierry Henry,CM,2018,78,87,66,70,75,97,Inter Milan
Giacinto Facchetti,ST,2022,87,91,96,37,80,87,Napoli
Marco Materazzi,LW,2018,91,84,84,60,98,96,Liverpool
Gonzalo Higuaín,CDM,2018,79,71,73,67,86,78,Paris SG
Samuel Umtiti,CAM,2010,83,80,88,63,90,82,Barcelona
Dimitri Payet,CDM,2004,86,72,85,72,83,87,Paris SG
Alan Dzagoev,LW,2010,88,84,86,30,87,91,AC Milan
Manuel Neuer,RB,2022,85,61,67,89,84,88,Bayern Munich
Jefferson Farfán,LW,2006,87,88,82,43,87,83,Barcelona
Maxwell,CB,2014,84,64,46,99,86,83,Arsenal
Youri Tielemans,RB,2006,81,80,45,96,85,84,Real Madrid
Edin Dzeko,CAM,2014,89,75,79,63,84,82,Juventus
Graeme Souness,LB,2022,88,69,61,92,84,82,Liverpool
Karl-Heinz Rummenigge,CAM,2014,94,75,67,80,95,85,Arsenal
Rio Ferdinand,CB,2006,82,77,45,96,81,89,Barcelona
Alexis Mac Allister,CAM,2018,94,77,68,84,95,89,Liverpool
Gianni Rivera,LW,2006,82,94,90,36,87,86,Inter Milan
Fabrice Barthez,CDM,2006,78,91,78,68,83,79,Arsenal
Frank Rijkaard,ST,2010,85,95,86,58,76,95,Barcelona
Peter Schmeichel,CAM,2014,88,86,75,61,90,86,Paris SG
Juan Pablo Sorín,CB,2010,79,79,56,97,84,87,Barcelona
Abedi Pelé,CAM,2004,78,85,76,76,81,92,Bayern Munich
Diego Forlán,ST,2004,87,80,94,46,85,88,Chelsea
Wayne Rooney,CB,2010,83,74,48,99,86,92,Paris SG
Mario Mandžukić,CM,2010,89,71,79,73,85,86,Manchester United
Eric Cantona,CB,2014,75,70,49,87,79,89,Real Madrid
Marcus Rashford,ST,2018,94,85,90,58,84,80,Juventus
Vincent Kompany,ST,2006,91,89,91,40,83,84,Bayern Munich
Pablo Sarabia,CM,2010,91,90,73,66,85,98,Bayern Munich
George Best,LW,2010,96,80,86,48,96,85,Real Madrid
Felipe,GK,2022,75,42,28,97,91,86,Manchester United
Sylvain Wiltord,RB,2010,82,70,48,96,77,83,Napoli
Alisson,CM,2004,86,85,74,79,76,97,Liverpool
Andy Robertson,RB,2006,87,75,45,89,90,96,Juventus
Aaron Wan-Bissaka,RB,2014,80,66,50,86,94,81,Barcelona
Álvaro Recoba,CB,2004,85,64,65,93,89,92,Arsenal
Alfredo Di Stéfano,CAM,2014,82,91,78,77,83,84,Napoli
Paul Ince,CM,2010,94,79,74,73,84,84,AC Milan
Amr Gamal,CM,2010,91,70,79,77,76,88,Arsenal
Giorgian Meladze,LW,2018,86,92,94,57,84,86,Liverpool
André Silva,CAM,2018,92,71,68,67,75,80,Manchester United
Arjen Robben,ST,2010,91,75,84,26,76,98,Inter Milan
Edwin van der Sar,CDM,2022,79,76,77,76,77,90,Juventus
Antonio Valencia,CDM,2006,94,78,71,61,98,92,Manchester United
Carlos Valderrama,CDM,2014,83,70,70,83,96,93,Barcelona
Alex Grimaldo,GK,2004,79,33,44,90,95,96,Arsenal
Nemanja Vidic,CDM,2006,80,71,79,78,93,86,Barcelona
Emlyn Hughes,CDM,2004,81,72,71,71,77,85,AC Milan
Gaston Silva,CAM,2006,81,82,77,80,77,78,Napoli
Yasuhito Endo,RB,2006,77,77,66,99,78,88,Real Madrid
Carlos Bacca,CB,2010,81,73,51,88,77,82,Manchester United
Joel Matip,CB,2022,76,62,65,90,96,78,Manchester United
Andriy Shevchenko,LB,2010,76,72,56,96,84,93,Juventus
Marco Verratti,CDM,2006,79,74,67,72,94,93,Real Madrid
Ali Daei,CB,2018,80,77,47,92,79,81,Arsenal
Victor Moses,CM,2014,85,81,78,61,83,88,Paris SG
Claudio Pizarro,CAM,2006,86,81,83,76,91,86,Inter Milan
Xherdan Shaqiri,ST,2014,84,85,95,40,89,80,Paris SG
Rúben Dias,CAM,2006,80,73,65,82,93,80,Real Madrid
Olivier Kapo,CDM,2022,83,75,80,72,81,98,Liverpool
Robinho,CAM,2006,81,85,78,74,75,88,Napoli
Eden Hazard,LB,2004,90,60,62,99,83,90,Real Madrid
Nani,RB,2022,87,76,62,90,91,80,Manchester United
Radamel Falcao,RB,2010,89,68,62,95,76,79,AC Milan
Rodrygo Goes,CM,2014,79,85,69,80,95,82,Inter Milan
Makoto Hasebe,LW,2014,85,91,86,26,93,97,Barcelona
Serge Gnabry,CM,2006,94,70,67,76,86,95,Paris SG
Alphonse Areola,CDM,2022,79,86,77,60,93,91,Napoli
Javier Mascherano,RB,2014,85,63,70,92,94,96,Napoli
Richarlison,LB,2014,89,64,68,86,97,97,Arsenal
Paulo Dybala,CB,2006,80,62,65,88,90,88,Inter Milan
Thomas Müller,GK,2022,72,33,40,96,88,88,Real Madrid
David Villa,LW,2014,86,81,85,41,80,79,Paris SG
Xavi Hernández,LB,2018,81,78,45,92,77,92,Inter Milan
Roman Shirokov,CDM,2014,92,89,79,72,94,88,Manchester United
Vinicius Jr,CAM,2010,88,91,86,72,77,85,Manchester United
Sergio Batista,CAM,2006,91,90,84,70,81,88,Manchester United
Thilo Kehrer,GK,2004,74,45,41,96,87,92,Paris SG
Rafael van der Vaart,LW,2018,84,75,94,40,75,78,AC Milan
Shunsuke Nakamura,CDM,2014,87,71,78,62,93,95,Bayern Munich
Roque Santa Cruz,ST,2010,94,91,85,40,82,86,Liverpool
Stepanenko,CAM,2018,90,70,65,64,84,83,Real Madrid
Steve Heighway,LW,2006,83,82,87,32,87,88,Liverpool
Oscar,CDM,2004,84,81,78,76,76,86,Barcelona
Josef Martínez,CDM,2010,82,72,68,60,81,78,Bayern Munich
Erling Haaland,CAM,2018,86,77,74,66,83,94,AC Milan
Dani Alves,ST,2014,91,76,84,40,97,98,Manchester United
Ryan Giggs,CM,2018,87,91,77,72,76,85,Napoli
Petr Čech,RB,2004,75,75,63,87,96,98,Barcelona
Steven Gerrard,LW,2006,83,81,92,48,90,90,Inter Milan
Lucas Paquetá,CB,2010,78,76,67,88,84,90,Paris SG
Sandro,CAM,2006,85,86,70,78,93,93,Juventus
Éver Banega,GK,2014,76,33,30,88,92,91,Napoli
Naby Keita,CB,2014,87,61,54,89,83,88,Manchester United
Yoann Gourcuff,CM,2018,84,71,71,82,94,89,Chelsea
Granit Xhaka,RB,2006,76,71,45,85,95,95,Juventus
