name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Victor Valdés,CDM,2010,91,92,88,79,89,89,Inter Milan
Valeriy Lobanovskyi,ST,2018,96,89,86,56,94,79,Arsenal
Kevin Keegan,GK,2006,75,30,44,92,97,94,Real Madrid
Javi Martínez,LW,2010,86,94,87,59,82,93,Bayern Munich
Jaap Stam,CDM,2010,92,85,83,76,76,82,Barcelona
Mauro Camoranesi,LW,2018,89,83,85,53,95,96,Bayern Munich
Philipp Lahm,LW,2022,91,89,95,53,95,94,AC Milan
Luis Suárez,LW,2014,93,77,83,59,83,90,Bayern Munich
Alfredo Di Stéfano,RB,2018,85,77,61,97,94,92,Inter Milan
Álvaro González,CM,2010,89,88,79,61,75,97,Juventus
Nemanja Vidic,ST,2006,89,92,91,28,85,79,Arsenal
Mark Lawrenson,RB,2014,90,63,56,88,76,90,Napoli
Sérgio Ramos,LB,2022,80,66,56,99,75,95,Liverpool
Henrique Neguinho,LW,2022,95,83,89,42,96,90,Paris SG
Andres Iniesta,ST,2018,95,79,86,39,95,98,Bayern Munich
Eric Cantona,CB,2018,80,70,49,95,96,82,Real Madrid
Joel Alarcon,GK,2018,80,31,36,98,77,91,Bayern Munich
Carlos Valderrama,CDM,2014,92,87,75,85,88,91,Chelsea
Miguel Borja,RB,2018,88,69,59,88,93,82,AC Milan
Salif Keita,RB,2014,77,63,56,98,76,83,AC Milan
Ronaldinho Gaucho,GK,2018,77,42,41,95,80,98,Barcelona
Matías Fernández,CDM,2006,89,77,74,64,96,97,Juventus
Bastian Schweinsteiger,CDM,2018,91,86,66,75,75,86,Napoli
George Best,CB,2006,75,66,53,98,80,82,Bayern Munich
Mark van Bommel,LB,2022,76,64,62,93,80,87,AC Milan
Jan Krejčí,CDM,2022,88,74,70,81,91,90,Arsenal
Gianlluigi Buffon,LB,2022,88,68,47,93,82,93,Inter Milan
Djibril Cissé,CB,2018,84,73,49,91,97,89,Real Madrid
Maicon,LW,2010,86,88,89,44,79,87,Paris SG
Dejan Stankovic,GK,2010,74,46,44,90,89,83,Manchester United
Jorge Carrascal,ST,2014,90,81,89,40,95,79,Manchester United
Angel Di Maria,CM,2006,88,83,74,62,79,88,Manchester United
Rui Costa,LW,2014,84,95,87,46,90,93,Chelsea
Hernán Crespo,CDM,2010,88,84,78,81,82,95,Manchester United
Yacine Brahimi,CB,2006,85,61,60,87,93,82,Arsenal
Bentaleb Nacho,LW,2022,90,80,83,57,91,93,Barcelona
Karel Poborský,ST,2010,86,77,93,51,84,88,Chelsea
Gueule de Bois,LW,2018,84,79,87,58,81,81,Arsenal
Xavi Hernandez,LB,2010,79,67,63,91,81,82,Napoli
Giorgio Chiellini,RB,2014,88,69,59,89,98,89,Napoli
Luka Modric,CB,2006,85,68,62,96,86,91,Bayern Munich
Adriano Correia,CAM,2018,91,77,87,66,80,81,Inter Milan
Johan Cruyff,CM,2018,94,81,83,78,95,97,Paris SG
George Weah,ST,2022,84,76,96,47,95,84,Barcelona
Ruben Riquelme,RB,2006,84,73,58,88,85,86,Liverpool
Diogo Jota,CM,2010,79,91,76,71,79,82,Arsenal
Shunsuke Nakamura,CAM,2014,81,83,75,69,85,92,Juventus
Alex Valdivia,ST,2006,91,79,95,28,89,87,Paris SG
Christoph Kramer,RB,2010,87,75,55,94,83,97,Manchester United
Dimitri Payet,CB,2022,78,64,65,92,78,98,Napoli
Stan Collymore,CM,2006,84,80,65,74,87,95,Juventus
Isco Alarcon,GK,2022,78,35,30,96,87,86,Napoli
Ngolo Kante,CM,2014,91,88,69,72,98,96,Arsenal
Hennes Weisweiler,CAM,2010,94,87,78,71,92,81,Real Madrid
Abdessalem Ayouni,CM,2018,91,92,84,75,80,88,Juventus
Ederson,CB,2014,86,78,57,94,90,82,Juventus
Mario Mandic,LW,2010,91,95,98,31,95,88,Arsenal
Paul Ince,CDM,2022,80,87,77,84,94,80,Manchester United
Granit Xhaka,CDM,2006,94,84,70,69,93,89,Napoli
Lucas Paquetá,GK,2010,73,44,30,92,78,92,Bayern Munich
David de Gea,LB,2018,79,73,65,86,82,95,Real Madrid
Thibault Courtois,LW,2014,95,79,93,38,85,93,Manchester United
Teófilo Cubillas,LW,2006,93,89,86,33,90,85,Arsenal
Juan Roman Riquelme,CB,2018,85,62,51,88,78,96,Napoli
Carlos Puyol,CDM,2018,89,89,88,65,90,82,Manchester United
Mohamed Aboutrika,ST,2018,89,90,84,32,92,79,Barcelona
John Toshack,CDM,2014,81,90,68,72,86,81,Inter Milan
Elías Figueroa,CM,2022,85,86,69,73,85,83,Chelsea
Wilfried Bony,LW,2014,93,83,93,45,91,82,Manchester United
Éder Militão,ST,2014,88,76,83,36,94,87,Inter Milan
Hatem Ben Arfa,LB,2022,88,64,47,95,86,78,Manchester United
Michu,CDM,2022,81,73,78,76,75,92,Paris SG
Francesco Totti,CDM,2014,93,86,88,80,78,85,Inter Milan
Fernando Torres,GK,2018,81,33,33,88,96,80,Barcelona
Mason Mount,CDM,2006,86,70,84,70,79,93,Liverpool
Villasanti Diego,ST,2010,91,89,84,53,78,91,Barcelona
Edwin van der Sar,RB,2010,89,71,70,86,78,87,Bayern Munich
Nélson Semedo,CB,2006,77,75,70,90,90,79,Real Madrid
Samuel Umtiti,CM,2006,84,80,78,76,85,95,Barcelona
Aurélien Tchouaméni,LW,2018,93,78,86,39,96,87,AC Milan
Virgil van Dijk,CB,2010,80,69,52,97,89,81,Manchester United
Abelardo Fernandez,LB,2018,76,70,53,99,87,95,Bayern Munich
Liliam Thuram,CAM,2014,91,89,88,68,85,84,Arsenal
Berti Vogts,CDM,2014,80,72,72,69,95,95,Liverpool
Sergio Busquets,LB,2006,87,75,65,92,76,97,Barcelona
Alphonse Areola,CDM,2022,86,90,72,71,87,97,Liverpool
Ernst Happel,CM,2018,84,88,65,74,84,84,AC Milan
Vieira Patrick,LW,2014,90,75,82,40,93,96,AC Milan
Ilkay Gundogan,CAM,2010,79,91,86,65,77,82,Paris SG
Stam Jaap,RB,2006,83,60,46,87,81,83,Arsenal
Joao Mario,ST,2022,84,92,88,40,81,85,Napoli
Ley Yashin,LW,2014,88,75,90,55,82,98,Napoli
Juan Pablo Sorin,CDM,2010,89,70,76,85,86,92,Manchester United
Bobby Moore,GK,2022,75,45,32,89,83,90,Paris SG
Juan Cuadrado,RB,2010,86,76,47,88,83,79,AC Milan
Giorgian Meladze,LB,2022,80,67,50,97,87,96,Juventus
Ryan Giggs,GK,2018,77,49,32,99,88,90,Arsenal
João Moutinho,ST,2022,84,93,90,27,85,96,Barcelona
James Milner,LW,2006,85,76,96,50,81,80,Real Madrid
Luis Enrique,CAM,2022,79,72,74,61,85,78,Manchester United
Simão Sabrosa,ST,2022,88,94,85,31,88,93,Barcelona
Serhiy Rebrov,LB,2010,90,72,49,94,88,94,Manchester United
Alan Dzagoev,CDM,2022,93,84,79,70,90,81,Barcelona
Kazuyoshi Miura,CM,2014,90,71,65,80,91,97,Juventus
Naohiro Takahara,CAM,2006,92,72,71,67,94,79,Paris SG
Jerome Boateng,CM,2022,91,88,77,67,98,82,Juventus
Holger Badstuber,CAM,2018,85,76,78,79,77,88,Barcelona
Robert Pires,LW,2006,87,76,93,32,77,90,Barcelona
Pelé,GK,2022,76,37,21,97,86,82,Paris SG
Cesar Azpilicueta,LW,2018,95,91,92,49,80,95,Arsenal
Nani,CM,2022,89,76,73,63,91,83,Bayern Munich
Leon Goretzka,CAM,2006,84,71,79,83,86,94,Liverpool
Patrick Vieira,RB,2014,83,76,45,95,97,98,Juventus
Dedryck Boyata,ST,2014,92,84,83,48,96,90,Juventus
Martin Benitez,CB,2006,76,61,57,86,90,78,Napoli
Riyad Mahrez,CDM,2018,94,71,84,71,92,92,Inter Milan
Raphael Varane,GK,2022,74,40,29,88,90,87,Manchester United
N'Golo Kanté,ST,2018,92,89,90,42,76,94,Inter Milan
Mark González,LB,2014,87,69,56,99,98,96,Inter Milan
Maarten Stekelenburg,LW,2022,93,91,94,30,82,97,Juventus
John Terry,CDM,2010,85,83,69,70,97,82,Inter Milan
Fabinho,CM,2010,84,86,82,75,93,79,Juventus
Vinicius Jr,LW,2010,95,87,88,28,89,78,Juventus
Antonio Rudiger,RB,2022,78,66,69,97,82,94,Manchester United
Igor Akinfeev,CAM,2006,92,91,76,73,79,88,Barcelona
Essam El-Hadary,GK,2006,82,31,29,99,84,97,Paris SG
Ezequiel Lavezzi,ST,2018,90,94,92,32,83,81,Arsenal
Cesc Fàbregas,ST,2022,87,89,85,40,76,87,Juventus
Andy Cole,CAM,2010,82,90,84,63,81,83,Real Madrid
Julián Montes,CDM,2014,82,71,78,85,79,98,Napoli
Gilberto Silva,RB,2010,85,70,69,89,85,83,AC Milan
Branislav Ivanovic,CB,2014,81,78,62,85,82,88,Barcelona
Benjamin Pavard,LW,2022,87,77,92,47,78,93,Paris SG
Roman Shirokov,CB,2022,77,63,47,88,78,90,Paris SG
Kleberson,RB,2006,78,68,50,87,97,88,Barcelona
Nicolas Anelka,ST,2010,89,92,83,25,87,78,Inter Milan
Lucio,CDM,2010,91,90,70,76,96,82,Napoli
Boban Marjanovic,CDM,2018,87,82,67,72,95,83,Napoli
Nico Williams,RB,2022,75,78,46,93,92,89,Real Madrid
Joan Capdevila,LW,2022,96,94,98,28,75,91,Manchester United
Néstor Clausen,CDM,2006,88,85,76,82,83,92,Bayern Munich
Héctor Enrique,LB,2010,87,73,60,99,77,94,Manchester United
Anatolii Kanischev,CB,2010,80,63,52,92,84,80,Real Madrid
Robbie Keane,CDM,2022,82,90,87,85,97,82,Chelsea
Mark Hughes,CDM,2006,93,73,65,73,90,80,Paris SG
Garrincha,GK,2018,82,30,20,96,78,91,Real Madrid
Lisandro Martínez,CAM,2018,94,85,70,80,92,78,Real Madrid
Michel Platini,RB,2014,82,75,49,86,86,92,Juventus
David Luiz,CAM,2022,78,89,84,77,91,87,Bayern Munich
Gavi,ST,2018,86,89,83,43,97,80,Liverpool
Alexis Mac Allister,GK,2022,72,44,33,94,95,81,Bayern Munich
Trevor Brooking,GK,2010,73,46,32,93,87,91,Bayern Munich
Sergio Ramos,CM,2014,89,80,70,72,86,94,Napoli
Alvaro Morata,CM,2014,93,83,85,81,98,90,Liverpool
Yuri Zhirkov,ST,2022,89,85,88,59,91,81,Napoli
Wim Kieft,CDM,2010,81,85,73,72,88,78,Juventus
Ruben Dias,CM,2022,84,76,69,79,89,95,Liverpool
Lucas Paqueta,CDM,2006,90,73,81,81,87,85,Paris SG
Robinho,RB,2014,89,80,49,85,87,88,Paris SG
Ilkay Gündogan,RB,2006,77,79,69,97,79,80,AC Milan
Marta,CM,2006,92,92,67,81,86,90,Inter Milan
Ashley Cole,LW,2006,84,87,89,25,75,86,Manchester United
Enzo Fernández,CDM,2006,90,88,71,85,82,82,Manchester United
Alessandro Nesta,ST,2014,92,76,85,30,97,86,Arsenal
Gökhan Inler,LB,2018,88,78,59,91,77,96,Paris SG
Dimitri Alenichev,GK,2018,76,33,35,94,88,94,Arsenal
Sergio Livingstone,CDM,2010,87,72,71,66,84,93,Juventus
Radamel Falcao,GK,2018,80,55,44,99,78,90,Arsenal
Mario Mandžukić,GK,2022,78,50,39,91,81,95,Real Madrid
Javier Pastore,CB,2010,80,60,62,86,91,97,Paris SG
Fabrice Barthez,CDM,2014,78,78,65,79,87,96,Barcelona
Pepe,CM,2014,85,73,70,71,95,96,Inter Milan
Kylian Mbappé,ST,2022,89,95,95,43,77,85,Napoli
Pedro,CAM,2014,80,85,84,65,82,81,Chelsea
Alisson Becker,ST,2018,86,77,84,37,84,88,Chelsea
Diego Forlan,CB,2022,81,69,51,86,96,85,AC Milan
David Beckham,CB,2010,86,80,66,90,89,96,Inter Milan
Sander Westerveld,LB,2010,88,79,54,94,90,92,Bayern Munich
Roy Keane,LW,2006,91,94,96,55,84,81,Napoli
Nahuel Molina,LW,2014,87,91,93,30,93,82,Barcelona
Franco Baresi,ST,2018,90,93,91,25,92,86,Barcelona
Ole Gunnar Solskjaer,ST,2010,88,94,87,52,87,87,Barcelona
Julian Draxler,ST,2018,84,78,98,37,91,94,AC Milan
Robbie Fowler,CM,2006,91,90,76,66,79,84,Inter Milan
Harvey Elliott,CB,2022,88,78,46,91,96,89,Arsenal
Vilson Vilela,LB,2014,90,63,49,98,75,78,Napoli
Arturo Vidal,LB,2010,78,70,67,85,93,91,Chelsea
Rodrigo Moreno,LW,2006,84,76,96,49,95,96,Arsenal
Valentin Azmayev,CB,2014,78,74,61,91,85,89,Napoli
Juan Foyth,LW,2018,82,92,84,39,76,92,Juventus
Lev Yashin,CB,2010,75,63,59,86,81,90,Barcelona
Gerard Piqué,GK,2006,75,36,35,94,80,83,Arsenal
José María Basanta,CM,2006,87,80,87,70,79,80,Bayern Munich
Steve Mandanda,LB,2014,87,70,51,89,88,80,Napoli
Paul Scholes,RB,2018,84,68,62,92,97,91,Chelsea
John Wark,CM,2006,80,70,65,60,89,84,Manchester United
Patrice Evra,CAM,2018,83,82,67,80,81,98,Inter Milan
Boubakary Soumare,CAM,2018,87,89,86,73,81,83,Real Madrid
Peter Čech,CB,2010,81,73,47,87,84,89,Liverpool
Juan Manuel Ibarbo,CAM,2014,87,77,84,68,91,82,Juventus
Javier Ramales,CDM,2010,82,70,83,70,79,92,Real Madrid
Steven Pienaar,ST,2010,92,80,97,37,93,83,Arsenal
Claudio Bravo,RB,2014,88,60,62,86,87,97,Bayern Munich
Joao Cancelo,ST,2010,90,82,83,37,97,78,Juventus
Stephan Henchoz,ST,2018,86,84,88,59,93,80,Liverpool
Diego Costa,CAM,2022,83,80,69,81,90,95,Real Madrid
Müller Thomas,CDM,2010,85,73,67,72,95,89,AC Milan
Sergio Batista,CM,2014,85,85,74,64,78,82,Napoli
Roberto Firmino,CDM,2014,90,89,79,82,85,98,Juventus
Ronaldinho Gaúcho,CDM,2014,86,75,85,61,87,86,Barcelona
Nacho Fernandez,CM,2006,80,88,69,62,89,89,Napoli
Rui Patrício,ST,2010,83,80,82,36,76,86,Liverpool
Naby Keita,ST,2014,82,75,87,53,97,78,Manchester United
Thilo Kehrer,LW,2014,90,75,91,28,97,96,Arsenal
Sergei Rebrov,CM,2010,86,70,78,85,93,88,Paris SG
Ederson Moraes,LW,2010,82,95,82,31,83,84,Arsenal
Gomez Ricardo,ST,2006,83,91,86,55,87,95,Liverpool
Nicolas De La Cruz,LW,2006,87,75,88,29,93,82,Real Madrid
Yasuhito Endo,CM,2010,85,87,79,83,91,85,Manchester United
Gonzalo Higuain,CB,2018,80,69,49,86,77,79,Paris SG
Mario Gómez,CM,2018,91,90,70,81,91,90,Napoli
Vassilis Torosidis,CDM,2010,82,77,71,78,91,82,Chelsea
Jan Vertonghen,LB,2006,84,64,51,99,97,86,Juventus
Frederic Kanouté,LW,2010,89,78,95,25,90,89,Napoli
Rafael Borre,CDM,2006,91,85,66,63,98,81,Inter Milan
Vincent Kompany,CAM,2022,85,87,77,65,82,92,Real Madrid
Roberto Carlos,RB,2022,88,78,64,95,76,89,Manchester United
Anatoliy Kanischev,ST,2010,92,78,93,39,82,89,AC Milan
Felix Götze,ST,2006,87,85,91,25,96,86,Real Madrid
Luis Suarez,CAM,2014,84,90,74,64,90,83,Real Madrid
Ronaldo Nazário,LW,2022,88,82,90,46,78,88,AC Milan
Raí,LW,2010,85,93,96,33,95,91,Barcelona
Jérôme Boateng,CM,2006,82,80,65,69,87,83,Chelsea
Sami Khedira,ST,2014,88,82,82,35,88,95,Inter Milan
Vinicius Junior,CB,2014,85,78,65,88,90,88,Barcelona
Steven Gerrard,CDM,2010,87,81,71,70,85,88,AC Milan
Roberto Ayala,LW,2018,84,93,96,54,90,86,Inter Milan
Olivier Giroud,CDM,2006,90,83,81,82,78,86,Paris SG
Rodrygo Goes,CB,2022,76,73,46,91,94,94,Manchester United
Raúl González,LB,2022,85,74,67,86,92,83,Real Madrid
Wesley Sneijder,CAM,2010,92,75,85,78,82,82,Chelsea
Gonzalo Bergessio,LB,2022,82,76,51,86,91,78,Paris SG
Stéphane Guivarc'h,CAM,2014,83,79,70,67,92,85,Liverpool
Draxler Julian,CM,2018,85,89,78,63,90,88,Bayern Munich
Marko Milić,CM,2006,85,84,75,81,89,82,Liverpool
Abedi Ayew,CAM,2006,92,78,66,68,80,79,Paris SG
Thibaut Courtois,RB,2018,89,79,67,97,89,91,Real Madrid
Serge Gnabry,LB,2022,85,61,70,93,97,93,Chelsea
Fred,CAM,2006,81,91,66,83,96,98,Paris SG
Cesc Fabregas,CM,2010,93,88,72,65,80,78,Barcelona
Arjen Robben,CDM,2022,87,91,84,75,98,85,Arsenal
Diego Milito,LB,2022,75,67,53,89,92,87,Chelsea
Jemerson,LB,2018,84,76,57,86,97,91,Inter Milan
João Pinto,ST,2014,95,75,94,25,98,89,AC Milan
Ángel Di María,ST,2022,95,93,93,52,98,84,Juventus
Trent Alexander-Arnold,CM,2010,93,81,82,63,89,93,Arsenal
Bixente Lizarazu,CDM,2014,78,89,66,69,82,83,Napoli
Barry Davies,RB,2018,77,78,48,99,87,98,Liverpool
Curtis Jones,CAM,2018,80,90,79,78,85,91,AC Milan
Lukas Podolski,CAM,2014,78,87,87,83,79,97,Paris SG
Sergei Ignashevich,CAM,2022,87,86,76,79,92,89,Barcelona
Oscar,CB,2018,85,69,62,97,91,93,Bayern Munich
Gary Medel,GK,2018,76,51,36,98,96,78,Real Madrid
Marcus Tutte,LB,2014,89,79,52,86,88,79,AC Milan
Juan Mata,RB,2014,87,74,67,94,98,88,Manchester United
John O'Shea,CAM,2018,82,77,83,72,78,91,AC Milan
Iker Casillas,CB,2014,87,69,65,88,78,90,Barcelona
Dimitris Salpigidis,CAM,2014,86,79,78,60,98,82,Paris SG
Gianluca Zambrotta,ST,2022,91,85,82,36,91,89,Juventus
Thomas Müller,LW,2010,95,75,94,51,93,86,Real Madrid
Thomas Muller,ST,2022,92,78,90,37,94,85,AC Milan
Miroslav Stevic,CAM,2014,92,72,67,80,75,87,AC Milan
Casemiro,CAM,2022,89,91,87,63,97,97,Barcelona
Giancarlo Antognoni,LW,2006,85,77,90,41,75,96,Real Madrid
Mikael Silvestre,CM,2022,90,79,70,64,81,78,Barcelona
Karim Keïta,CDM,2010,88,87,73,70,75,89,Paris SG
Jan Koller,CDM,2010,94,79,87,65,95,92,AC Milan
Marcelo,CM,2010,89,89,68,72,94,88,Liverpool
Gonzalo Jara,GK,2014,79,33,31,99,79,81,Barcelona
Gerard Pique,CAM,2022,89,81,67,73,97,86,Juventus
Lucas Hernandez,CAM,2014,82,91,76,79,80,95,Napoli
Emlyn Hughes,LW,2010,95,85,83,42,93,88,Arsenal
Franz Beckenbauer,LW,2018,89,86,82,31,91,82,Paris SG
Marko Milic,LW,2018,88,80,98,49,92,94,Bayern Munich
Cristian Benavente,CDM,2018,86,90,72,73,90,89,Arsenal
Oleg Blokhin,CAM,2022,78,77,80,74,95,86,Napoli
Rojas Marcos,CDM,2010,79,81,82,75,79,91,Arsenal
Domingos Duarte,CDM,2022,79,79,79,60,86,85,Arsenal
Stelios Malezas,CM,2018,83,91,65,72,94,81,Napoli
Mesut Özil,LB,2018,80,67,45,88,79,90,Barcelona
Roger Milla,ST,2014,85,78,85,39,78,90,Bayern Munich
Frank Rijkaard,CAM,2022,78,85,71,74,77,95,Bayern Munich
Sergio Agüero,GK,2018,71,38,28,88,83,93,Barcelona
Stefan Mitrović,RB,2006,81,70,63,91,84,97,Paris SG
Ivan Perisic,LB,2010,75,62,67,90,89,97,Barcelona
Ipiales Jefferson,CDM,2018,78,92,73,66,76,90,Manchester United
Landon Donovan,CM,2014,80,90,81,79,91,95,Manchester United
Jordan Henderson,ST,2010,84,77,88,42,78,91,Juventus
Dwight Yorke,CAM,2018,80,91,82,65,95,98,Bayern Munich
Demps,ST,2006,89,83,85,59,78,88,AC Milan
Nuno Gomes,CDM,2014,94,80,83,81,89,93,Arsenal
Nacho Fernández,GK,2014,81,47,23,93,90,78,Arsenal
Cicinho,RB,2010,88,73,66,88,78,97,Napoli
Willy Sagnol,CDM,2006,83,90,88,68,93,83,Real Madrid
Craig Johnston,ST,2014,82,82,92,51,98,81,Chelsea
Macoumba Kandji,CAM,2018,92,90,66,74,84,80,Juventus
Fabio Cannavaro,ST,2010,94,95,92,33,85,91,AC Milan
Phil Neville,CB,2010,76,75,58,97,88,80,Manchester United
Xavi Hernández,ST,2018,86,93,89,45,80,91,Juventus
Douglas Costa,CDM,2022,84,86,82,75,97,89,Real Madrid
Mbappé Kylian,CM,2010,92,79,73,72,87,81,Napoli
Nicolás Lodeiro,CDM,2010,92,91,78,64,86,88,Paris SG
Roberto Rivelino,LW,2014,83,89,83,54,94,96,Juventus
Lucas Hernández,CB,2018,90,77,52,89,89,95,Arsenal
Ivan Varadin,CAM,2006,78,72,81,83,91,94,AC Milan
Petr Cech,CB,2010,86,68,46,94,89,82,Napoli
Enzo Fernandez,ST,2006,94,82,85,46,97,97,Paris SG
Raphaël Varane,LB,2018,89,69,62,90,86,82,Chelsea
Lionel Messi,CAM,2018,90,91,68,82,87,88,Manchester United
Luís Figo,CDM,2006,81,73,71,70,95,91,Liverpool
Thierry Henry,CM,2006,83,83,73,84,83,82,Inter Milan
Olivier Kapo,CM,2006,89,88,87,63,84,88,Paris SG
Luka Modrić,CDM,2006,78,89,79,62,89,86,Barcelona
DaMarcus Beasley,RB,2022,85,61,58,92,77,80,Chelsea
Giacinto Facchetti,ST,2022,85,93,93,26,91,80,Inter Milan
Alphonso Davies,CM,2006,79,80,77,62,95,85,Paris SG
Kolo Touré,LW,2022,92,81,87,55,92,96,Liverpool
Pelé Abedi,GK,2010,75,38,44,90,97,87,Napoli
Andriy Shevchenko,LW,2018,88,92,93,41,91,87,Liverpool
Juan Riquelme,CM,2014,78,78,81,71,87,86,AC Milan
Jorginho,RB,2006,81,66,53,96,95,97,Paris SG
Mladen Krstajic,CB,2006,85,80,57,86,81,95,Inter Milan
Karim Benzema,ST,2018,82,84,87,35,87,82,Bayern Munich
Andrea Pirlo,CAM,2006,83,70,73,65,96,90,Arsenal
Gigi Donnarumma,CM,2018,90,78,66,82,77,84,Paris SG
Frank Lampard,CM,2006,80,86,65,60,84,84,Liverpool
Andrés Iniesta,GK,2010,74,42,44,96,81,79,Barcelona
Kostas Katsouranis,LW,2006,90,89,83,60,91,87,Chelsea
Florian Neuhaus,LB,2010,75,69,70,88,75,97,Juventus
Sadio Mané,LB,2014,83,65,59,91,82,97,Barcelona
Eusebio,LW,2022,96,94,90,38,95,82,Inter Milan
Sami Nasri,LW,2022,83,88,92,43,78,98,Manchester United
Frederic Kanoute,ST,2018,96,75,82,41,76,92,Paris SG
Kepa Arrizabalaga,CDM,2010,92,78,86,79,78,95,Chelsea
David Alaba,ST,2014,89,81,95,53,83,89,Paris SG
Jordi Alba,LW,2014,84,93,95,58,87,96,Real Madrid
Moisés Caicedo,CDM,2006,85,89,88,72,78,96,Manchester United
Hugo Lloris,ST,2022,91,95,88,34,82,82,Barcelona
Gianluigi Buffon,LB,2006,78,75,55,88,97,93,Arsenal
Claudio Reyna,CB,2006,79,79,69,86,81,79,Barcelona
Angelos Charisteas,ST,2022,89,85,84,32,83,82,Barcelona
Kenan Kodro,CDM,2018,79,91,73,84,96,95,Barcelona
